id,type,english,burmese,example_en,example_my,pronunciation,audio_url,category
,word,observe,လေ့လာ၊ စောင့်ကြည့်,Scientists observe animals in the wild.,သိပ္ပံပညာရှင်တွေက တောရိုင်းတိရစ္ဆာန်တွေကို လေ့လာစောင့်ကြည့်ကြတယ်။,/əbˈzɝv/,https://api.dictionaryapi.dev/media/pronunciations/en/observe-us.mp3,everyday
,word,sentence,ဝါကျ၊ ပြစ်ဒဏ်,Can you write a sentence with this word?,ဒီစာလုံးနဲ့ ဝါကျတစ်ကြောင်း ရေးနိုင်မလား။,[ˈsɛntn̩t͡s],https://api.dictionaryapi.dev/media/pronunciations/en/sentence-us.mp3,conversation
,word,print,ရိုက်နှိပ်,Can you print this document for me?,ဒီစာရွက်စာတမ်းကို ကျွန်တော့်အတွက် ရိုက်နှိပ်ပေးနိုင်မလား။,/pɹɪnt/,https://api.dictionaryapi.dev/media/pronunciations/en/print-us.mp3,everyday
,word,progress,တိုးတက်မှု,We are making good progress on this project.,ဒီပရောဂျက်မှာ တိုးတက်မှုကောင်းကောင်း ရရှိနေတယ်။,/ˈpɹɒɡɹɛs/,https://api.dictionaryapi.dev/media/pronunciations/en/progress-1-uk.mp3,everyday
,word,truth,အမှန်တရား,Please tell me the truth.,ကျွန်တော့်ကို အမှန်တရား ပြောပေးပါ။,/tɹuːθ/,https://api.dictionaryapi.dev/media/pronunciations/en/truth-us.mp3,everyday
,word,examine,စစ်ဆေး,The doctor examined the patient carefully.,ဆရာဝန်က လူနာကို ဂရုတစိုက် စစ်ဆေးခဲ့တယ်။,/ɪɡˈzæmɪn/,https://api.dictionaryapi.dev/media/pronunciations/en/examine-us.mp3,everyday
,word,lay,ချ၊ ဥဥ,Please lay the baby down gently.,ကလေးကို ညင်ညင်သာသာ ချထားပေးပါ။,/leɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/lay-us.mp3,everyday
,word,speed,အမြန်နှုန်း,The car was going at a high speed.,ကားက အမြန်နှုန်းမြင့်မြင့်နဲ့ သွားနေတယ်။,/spiːd/,https://api.dictionaryapi.dev/media/pronunciations/en/speed-us.mp3,everyday
,word,politics,နိုင်ငံရေး,He is not interested in politics.,သူ နိုင်ငံရေးကို စိတ်မဝင်စားဘူး။,/ˈpɒl.ɪ.tɪks/,https://api.dictionaryapi.dev/media/pronunciations/en/politics-uk.mp3,everyday
,word,reply,ပြန်ကြား၊ အကြောင်းပြန်,Please reply to my email.,ကျွန်တော့်အီးမေးလ်ကို ပြန်ကြားပေးပါ။,/ɹɪˈplaɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/reply-us.mp3,conversation
,word,display,ပြသ၊ ပြသမှု,The shop has a nice display of shoes.,ဆိုင်မှာ ဖိနပ်တွေကို လှလှလေး ပြသထားတယ်။,/dɪsˈpleɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/display-us.mp3,everyday
,word,transfer,လွှဲပြောင်း,I need to transfer money to my friend.,ကျွန်တော့်သူငယ်ချင်းဆီ ငွေလွှဲဖို့ လိုတယ်။,/ˈtɹænzfɜː/,https://api.dictionaryapi.dev/media/pronunciations/en/transfer-uk-verb.mp3,everyday
,word,perfect,ပြီးပြည့်စုံ,This is the perfect gift for her.,ဒါက သူမအတွက် ပြီးပြည့်စုံတဲ့ လက်ဆောင်တစ်ခုပါ။,/ˈpɜː.fɛkt/,https://api.dictionaryapi.dev/media/pronunciations/en/perfect-1-us.mp3,everyday
,word,slightly,အနည်းငယ်,The price is slightly higher than before.,ဈေးနှုန်းက အရင်ကထက် အနည်းငယ် မြင့်တယ်။,/ˈslaɪtli/,https://api.dictionaryapi.dev/media/pronunciations/en/slightly-us.mp3,everyday
,word,overall,စုစုပေါင်း၊ ယေဘုယျ,"Overall, it was a good trip.",စုစုပေါင်းအားဖြင့် ခရီးစဉ်က ကောင်းခဲ့တယ်။,,https://api.dictionaryapi.dev/media/pronunciations/en/overall-us.mp3,everyday
,word,intend,ရည်ရွယ်,I intend to finish this by tonight.,ဒီည မတိုင်ခင် ဒါကို ပြီးအောင် လုပ်ဖို့ ရည်ရွယ်တယ်။,/ɪnˈtɛnd/,https://api.dictionaryapi.dev/media/pronunciations/en/intend-us.mp3,everyday
,word,user,အသုံးပြုသူ,This app has many users.,ဒီအက်ပ်မှာ အသုံးပြုသူ အများကြီးရှိတယ်။,/ˈjuːzə/,https://api.dictionaryapi.dev/media/pronunciations/en/user-us.mp3,everyday
,word,respond,တုံ့ပြန်,He didn't respond to my message.,ကျွန်တော့်စာကို သူ မတုံ့ပြန်ခဲ့ဘူး။,,,conversation
,word,dinner,ညစာ,What time is dinner?,ညစာ ဘယ်အချိန်စားမလဲ။,/ˈdɪnə/,https://api.dictionaryapi.dev/media/pronunciations/en/dinner-uk.mp3,food-shopping
,word,slow,နှေး,The internet is very slow today.,ဒီနေ့ အင်တာနက် အရမ်းနှေးတယ်။,/sləʊ/,https://api.dictionaryapi.dev/media/pronunciations/en/slow-uk.mp3,everyday
,word,regular,ပုံမှန်,He is a regular customer at this shop.,သူက ဒီဆိုင်ရဲ့ ပုံမှန်ဖောက်သည်တစ်ယောက်ပါ။,/ˈɹɛɡjʊlə/,https://api.dictionaryapi.dev/media/pronunciations/en/regular-us.mp3,everyday
,word,physical,ရုပ်ပိုင်းဆိုင်ရာ,This job requires physical strength.,ဒီအလုပ်က ရုပ်ပိုင်းဆိုင်ရာ ခွန်အား လိုအပ်တယ်။,/ˈfɪzɪkəl/,https://api.dictionaryapi.dev/media/pronunciations/en/physical-us.mp3,everyday
,word,apart,သီးခြား၊ ကွာ,The two houses are far apart.,အိမ်နှစ်လုံးက ဝေးဝေးကွာနေတယ်။,/əˈpɑː(ɹ)t/,https://api.dictionaryapi.dev/media/pronunciations/en/apart-us.mp3,everyday
,word,suit,ဝတ်စုံ၊ လိုက်ဖက်,This suit fits you well.,ဒီဝတ်စုံက မင်းနဲ့ လိုက်ဖက်တယ်။,/s(j)uːt/,https://api.dictionaryapi.dev/media/pronunciations/en/suit-uk.mp3,everyday
,word,federal,ဖက်ဒရယ်၊ ပြည်ထောင်စု,This is a federal law.,ဒါက ဖက်ဒရယ်ဥပဒေတစ်ခုပါ။,/ˈfɛdəɹəl/,https://api.dictionaryapi.dev/media/pronunciations/en/federal-us.mp3,everyday
,word,reveal,ဖော်ထုတ်,She revealed her secret to me.,သူမ သူမရဲ့လျှို့ဝှက်ချက်ကို ကျွန်တော့်ကို ဖော်ပြခဲ့တယ်။,/ɹəˈviːl/,https://api.dictionaryapi.dev/media/pronunciations/en/reveal-au.mp3,everyday
,word,percentage,ရာခိုင်နှုန်း,What percentage of students passed?,ကျောင်းသား ဘယ်နှစ်ရာခိုင်နှုန်း အောင်ခဲ့လဲ။,/pəˈsɛntɪd͡ʒ/,https://api.dictionaryapi.dev/media/pronunciations/en/percentage-us.mp3,everyday
,word,peace,ငြိမ်းချမ်းရေး,We all want peace in the world.,ကျွန်တော်တို့အားလုံး ကမ္ဘာမှာ ငြိမ်းချမ်းရေးကို လိုချင်ကြတယ်။,/piːs/,https://api.dictionaryapi.dev/media/pronunciations/en/peace-uk.mp3,everyday
,word,status,အဆင့်အတန်း၊ အခြေအနေ,What is the status of your order?,မင်းအော်ဒါရဲ့ အခြေအနေက ဘယ်လိုလဲ။,/ˈstæt.əs/,https://api.dictionaryapi.dev/media/pronunciations/en/status-uk.mp3,everyday
,word,crime,ရာဇဝတ်မှု,Crime rates went down this year.,ဒီနှစ်ထဲ ရာဇဝတ်မှုနှုန်းတွေ လျော့သွားတယ်။,/kɹaɪm/,https://api.dictionaryapi.dev/media/pronunciations/en/crime-us.mp3,everyday
,word,decline,ကျဆင်း၊ ငြင်းဆို,The company's sales declined last year.,အရင်နှစ်က ကုမ္ပဏီရဲ့ အရောင်း ကျဆင်းသွားတယ်။,/dɪˈklaɪn/,https://api.dictionaryapi.dev/media/pronunciations/en/decline-us.mp3,everyday
,word,decade,ဆယ်စုနှစ်,I have lived here for a decade.,ဒီမှာ တစ်ဆယ်နှစ် နေထိုင်ခဲ့ပြီ။,/dəˈkeɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/decade-au.mp3,everyday
,word,launch,စတင်၊ လွှတ်တင်,The company will launch a new product next week.,ကုမ္ပဏီက လာမယ့်အပတ်မှာ ကုန်ပစ္စည်းအသစ် စတင်ရောင်းချမယ်။,/lɔːnt͡ʃ/,https://api.dictionaryapi.dev/media/pronunciations/en/launch-us.mp3,everyday
,word,warn,သတိပေး,The teacher warned us about the exam.,ဆရာမက ကျွန်တော်တို့ကို စာမေးပွဲအကြောင်း သတိပေးခဲ့တယ်။,/wɔːn/,,everyday
,word,consumer,စားသုံးသူ,Consumers want cheaper prices.,စားသုံးသူတွေက ဈေးသက်သာချင်ကြတယ်။,/kənˈsjuːmə/,,food-shopping
,word,favor,ကျေးဇူးပြုမှု၊ နှစ်သက်,Can you do me a favor?,ကျွန်တော့်ကို ကျေးဇူးတစ်ခု ပြုနိုင်မလား။,/ˈfeɪvə/,https://api.dictionaryapi.dev/media/pronunciations/en/favor-us.mp3,everyday
,word,dry,ခြောက်,My clothes are already dry.,ကျွန်တော့်အဝတ်တွေ ခြောက်နေပြီ။,/dɹaɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/dry-au.mp3,everyday
,word,partner,မိတ်ဖက်၊ လုပ်ဖော်ကိုင်ဖက်,She is my business partner.,သူမက ကျွန်တော့်ရဲ့ လုပ်ငန်းမိတ်ဖက်ပါ။,/ˈpɐːtnə/,https://api.dictionaryapi.dev/media/pronunciations/en/partner-us.mp3,people
,word,institution,အဖွဲ့အစည်း,This is a well-known institution.,ဒါက နာမည်ကြီးတဲ့ အဖွဲ့အစည်းတစ်ခုပါ။,/ˌɪnstɪˈtjuːʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/institution-us.mp3,everyday
,word,spot,နေရာ၊ အစက်,I found a nice spot for a picnic.,ပျော်ပွဲစားထွက်ဖို့ နေရာကောင်းလေးတစ်ခု တွေ့ခဲ့တယ်။,/spɒt/,https://api.dictionaryapi.dev/media/pronunciations/en/spot-us.mp3,everyday
,word,horse,မြင်း,He rides a horse every morning.,သူ မနက်တိုင်း မြင်းစီးတယ်။,/hɔːs/,https://api.dictionaryapi.dev/media/pronunciations/en/horse-us.mp3,everyday
,word,eventually,နောက်ဆုံးတွင်,"Eventually, we found the right way.",နောက်ဆုံးတွင် လမ်းမှန်ကို ရှာတွေ့ခဲ့တယ်။,/ɪ.ˈvɛn.tjʊ.li/,https://api.dictionaryapi.dev/media/pronunciations/en/eventually-us.mp3,everyday
,word,heat,အပူ,I can't stand the heat in summer.,နွေရာသီက အပူကို မခံနိုင်ဘူး။,/hit/,https://api.dictionaryapi.dev/media/pronunciations/en/heat-us.mp3,everyday
,word,excite,စိတ်လှုပ်ရှား,The news excited everyone.,ဒီသတင်းက လူတိုင်းကို စိတ်လှုပ်ရှားစေခဲ့တယ်။,/ɪkˈsaɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/excite-us.mp3,feelings
,word,reader,စာဖတ်သူ,This magazine has many readers.,ဒီမဂ္ဂဇင်းမှာ စာဖတ်သူ အများကြီးရှိတယ်။,/ˈɹiːdə/,https://api.dictionaryapi.dev/media/pronunciations/en/reader-us.mp3,everyday
,word,importance,အရေးပါမှု,I understand the importance of studying hard.,အားစိုက်ပြီး စာလေ့လာတာရဲ့ အရေးပါမှုကို နားလည်တယ်။,/ɪmˈpɔːtəns/,https://api.dictionaryapi.dev/media/pronunciations/en/importance-us.mp3,everyday
,word,distance,အကွာအဝေး,The distance between the two cities is 100 miles.,မြို့နှစ်မြို့ကြား အကွာအဝေးက မိုင် တစ်ရာ ရှိတယ်။,/ˈdɪs.təns/,https://api.dictionaryapi.dev/media/pronunciations/en/distance-us.mp3,travel
,word,guide,လမ်းညွှန်,This book is a good guide for beginners.,ဒီစာအုပ်က အစပြုသူတွေအတွက် လမ်းညွှန်ကောင်းတစ်ခုပါ။,/ɡaɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/guide-us.mp3,everyday
,word,grant,ထောက်ပံ့ကြေး၊ ပေးအပ်,The university gave her a grant.,တက္ကသိုလ်က သူမကို ထောက်ပံ့ကြေး ပေးခဲ့တယ်။,/ɡɹɑːnt/,https://api.dictionaryapi.dev/media/pronunciations/en/grant-us.mp3,everyday
,word,taxi,တက္ကစီ,I took a taxi to the airport.,လေဆိပ်ကို တက္ကစီစီးသွားခဲ့တယ်။,/ˈtæk.si/,https://api.dictionaryapi.dev/media/pronunciations/en/taxi-uk.mp3,travel
